id;content;filesize;length;target
./samples/28.txt;This is the 2nd attempt to contract U, you have won this weeks top prize of either �1000 cash or �200 prize. Just call 09066361921;137;130;spam
./samples/713.txt;Ok;8;2;ham
./samples/707.txt;Ok i'm coming home now.;29;23;ham
./samples/934.txt;Thank u!;14;8;ham
./samples/920.txt;Ok. Me watching tv too.;29;23;ham
./samples/908.txt;U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.;85;79;ham
./samples/539.txt;Ok lor wat time � finish?;31;25;ham
./samples/277.txt;Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x;159;153;ham
./samples/511.txt;Beauty sleep can help ur pimples too.;43;37;ham
./samples/505.txt;Havent still waitin as usual... � come back sch oredi?;60;54;ham
./samples/263.txt;FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT;138;132;ham
./samples/288.txt;Meet after lunch la...;28;22;ham
./samples/1046.txt;R u meeting da ge at nite tmr?;36;30;ham
./samples/1052.txt;Anything lor... U decide...;33;27;ham
./samples/1044.txt;I ask if u meeting da ge tmr nite...;42;36;ham
./samples/1050.txt;Yup ok...;15;9;ham
./samples/1078.txt;Ok... Take ur time n enjoy ur dinner...;45;39;ham
./samples/513.txt;Then mum's repent how?;28;22;ham
./samples/275.txt;WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE;166;160;ham
./samples/261.txt;Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx;87;81;ham
./samples/507.txt;Tmr then � brin lar... Aiya later i come n c lar... Mayb � neva set properly � got da help sheet wif �...;111;105;ham
./samples/249.txt;Hi neva worry bout da truth coz the truth will lead me 2 ur heart. It�s the least a unique person like u deserve. Sleep tight or morning;142;136;ham
./samples/936.txt;Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...;161;155;ham
./samples/922.txt;Ok. I only ask abt e movie. U wan ktv oso?;48;42;ham
./samples/711.txt;I've reached already.;27;21;ham
./samples/705.txt;All e best 4 ur exam later.;33;27;ham
./samples/739.txt;Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.;166;160;ham
./samples/842.txt;U're welcome... Caught u using broken english again...;60;54;ham
./samples/16.txt;449050000301 You have won a �2,000 price! To claim, call 09050000301.;76;69;spam
./samples/856.txt;Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.;91;85;ham
./samples/103.txt;I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?;91;85;ham
./samples/665.txt;Nope i'll come online now..;33;27;ham
./samples/671.txt;Can i meet � at 5.. As 4 where depends on where � wan 2 in lor..;70;64;ham
./samples/117.txt;Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:);96;90;ham
./samples/881.txt;I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.;80;74;ham
./samples/659.txt;Where r e meeting tmr?;28;22;ham
./samples/895.txt;Ok;8;2;ham
./samples/498.txt;� collecting ur laptop then going to configure da settings izzit?;71;65;ham
./samples/467.txt;Yup...;12;6;ham
./samples/301.txt;I am going to sao mu today. Will be done only at 12 ;58;52;ham
./samples/315.txt;Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...;88;82;ham
./samples/473.txt;I wait 4 � inside da car park...;38;32;ham
./samples/329.txt;Oh oh... Den muz change plan liao... Go back have to yan jiu again...;75;69;ham
./samples/328.txt;Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...;145;139;ham
./samples/314.txt;Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ;126;120;ham
./samples/472.txt;I'm done oredi...;23;17;ham
./samples/466.txt;Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if � leaving earlier or wat mah cos mayb � haf to walk v far...;166;160;ham
./samples/300.txt;Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free;144;138;ham
./samples/499.txt;Cos daddy arranging time c wat time fetch � mah...;56;50;ham
./samples/894.txt;Eh u send wrongly lar...;30;24;ham
./samples/658.txt;But i haf enuff space got like 4 mb...;44;38;ham
./samples/880.txt;I'm not driving... Raining! Then i'll get caught at e mrt station lor.;76;70;ham
./samples/670.txt;Hey r � still online? I've finished the formatting...;59;53;ham
./samples/116.txt;Wot about on wed nite I am 3 then but only til 9!;55;49;ham
./samples/102.txt;THANX 4 PUTTIN DA FONE DOWN ON ME!!;41;35;ham
./samples/664.txt;How abt making some of the pics bigger?;45;39;ham
./samples/857.txt;I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.;102;96;ham
./samples/17.txt;YOU ARE CHOSEN TO RECEIVE A �350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.;165;158;spam
./samples/843.txt;Yup bathe liao...;23;17;ham
./samples/738.txt;Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.;80;74;ham
./samples/704.txt;I fetch yun or u fetch?;29;23;ham
./samples/710.txt;Yup but not studying surfing lor. I'm in e lazy mode today.;65;59;ham
./samples/923.txt;I called but no one pick up e phone. I ask both of them already they said ok.;83;77;ham
./samples/937.txt;East coast;16;10;ham
./samples/248.txt;Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?;109;103;ham
./samples/260.txt;Lmao!nice 1;17;11;ham
./samples/506.txt;No break time one... How... I come out n get my stuff fr �?;65;59;ham
./samples/512.txt;Up to �... � wan come then come lor... But i din c any stripes skirt...;77;71;ham
./samples/274.txt;ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG;109;103;ham
./samples/1079.txt;So gd got free ice cream... I oso wan...;46;40;ham
./samples/1051.txt;Ok then i come n pick u at engin?;39;33;ham
./samples/1045.txt;Did u receive my msg?;27;21;ham
./samples/1069.txt;U still painting ur wall?;31;25;ham
./samples/1041.txt;Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?;140;134;ham
./samples/1055.txt;Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...;117;111;ham
./samples/258.txt;Nah im goin 2 the wrks with j wot bout u?;47;41;ham
./samples/270.txt;Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx;90;84;ham
./samples/1082.txt;Die... Now i have e toot fringe again...;46;40;ham
./samples/516.txt;Y � wan to go there? C doctor?;36;30;ham
./samples/502.txt;How i noe... She's in da car now... Later then c lar... I'm wearing shorts...;83;77;ham
./samples/264.txt;CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES;79;73;ham
./samples/933.txt;How? Izzit still raining?;31;25;ham
./samples/927.txt;Wat u doing there?;24;18;ham
./samples/728.txt;Is ur paper in e morn or aft tmr?;39;33;ham
./samples/714.txt;Ok i've sent u da latest version of da project.;53;47;ham
./samples/700.txt;Can u look 4 me in da lib i got stuff havent finish yet.;62;56;ham
./samples/847.txt;Finish already... Yar they keep saying i mushy... I so embarrassed ok...;78;72;ham
./samples/13.txt;SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!;126;119;spam
./samples/853.txt;Ok...;11;5;ham
./samples/884.txt;Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.;83;77;ham
./samples/890.txt;Ok that's great thanx a lot.;34;28;ham
./samples/648.txt;Huh so late... Fr dinner?;31;25;ham
./samples/660.txt;Oh ok no prob..;21;15;ham
./samples/106.txt;HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.;163;157;ham
./samples/112.txt;JADE ITS PAUL. Y DIDN�T U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME;95;89;ham
./samples/674.txt;Ok lor... But buy wat?;28;22;ham
./samples/489.txt;Y bishan lei... I tot � say lavender? ;44;38;ham
./samples/338.txt;Hey so whats the plan this sat? ;38;32;ham
./samples/304.txt;Haiyoh... Maybe your hamster was jealous of million;57;51;ham
./samples/462.txt;� neva tell me how i noe... I'm not at home in da aft wat... ;67;61;ham
./samples/476.txt;Aiyo a bit pai seh � noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...;120;114;ham
./samples/310.txt;Sat right? Okay thanks... ;32;26;ham
./samples/477.txt;How i noe... Did � specify da domain as nusstu... � still in sch...;73;67;ham
./samples/311.txt;Yup... From what i remb... I think should be can book... ;63;57;ham
./samples/305.txt;is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ;70;64;ham
./samples/463.txt;Mum ask � to buy food home...;35;29;ham
./samples/339.txt;Can � call me at 10:10 to make sure dat i've woken up...;62;56;ham
./samples/488.txt;Eat at old airport road... But now 630 oredi... Got a lot of pple...;74;68;ham
./samples/113.txt;LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON�T LIKE ME LIKE THAT SO DON�T WORRY.;121;115;ham
./samples/675.txt;Or � go buy wif him then i meet � later can?;50;44;ham
./samples/661.txt;Huh i cant thk of more oredi how many pages do we have?;61;55;ham
./samples/107.txt;Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx;94;88;ham
./samples/649.txt;Yup i'm elaborating on the safety aspects and some other issues..;71;65;ham
./samples/891.txt;I'm e person who's doing e sms survey...;46;40;ham
./samples/885.txt;Thanx a lot 4 ur help!;28;22;ham
./samples/852.txt;Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...;88;82;ham
./samples/12.txt;Win the newest �Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!;145;138;spam
./samples/846.txt;Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...;135;129;ham
./samples/701.txt;Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.;88;82;ham
./samples/715.txt;Mine here like all fr china then so noisy.;48;42;ham
./samples/729.txt;Nothing. Can...;21;15;ham
./samples/926.txt;I'm reaching home in 5 min.;33;27;ham
./samples/932.txt;Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?;97;91;ham
./samples/503.txt;Huh y lei...;18;12;ham
./samples/265.txt;G.W.R;11;5;ham
./samples/271.txt;Have you had a good day? Mine was really busy are you up to much tomorrow night?;86;80;ham
./samples/517.txt;I'm wif him now buying tix lar...;39;33;ham
./samples/1083.txt;Horrible bf... I now v hungry...;38;32;ham
./samples/259.txt;Im sorry bout last nite it wasn�t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx;120;114;ham
./samples/1054.txt;No need lar i go engin? Cos my sis at arts today...;57;51;ham
./samples/1040.txt;Ok then i'll let him noe later n ask him call u tmr...;60;54;ham
./samples/1068.txt;Huh so fast... Dat means u havent finished painting?;58;52;ham
./samples/298.txt;Oh... Kay... On sat right?;32;26;ham
./samples/1056.txt;Ard 4 lor...;18;12;ham
./samples/1042.txt;Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.;140;134;ham
./samples/529.txt;Do u noe how 2 send files between 2 computers?;52;46;ham
./samples/267.txt;No b4 Thursday;20;14;ham
./samples/501.txt;So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ;85;79;ham
./samples/1081.txt;Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?;156;150;ham
./samples/515.txt;Ok i found dis pierre cardin one which looks normal costs 20 its on sale.;79;73;ham
./samples/273.txt;make that 3! 4 fucks sake?! x;35;29;ham
./samples/924.txt;Then ur physics get a-?;29;23;ham
./samples/930.txt;Shopping lor. Them raining mah hard 2 leave orchard.;58;52;ham
./samples/918.txt;Wat's my dear doing? Sleeping ah?;39;33;ham
./samples/703.txt;Din i tell u jus now 420;30;24;ham
./samples/717.txt;All e best 4 ur driving tmr :-);37;31;ham
./samples/688.txt;Is ur paper today in e morn or aft?;41;35;ham
./samples/10.txt;Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p;167;160;spam
./samples/850.txt;Dunno y u ask me.;23;17;ham
./samples/844.txt;I'm home.;15;9;ham
./samples/38.txt;Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help';169;162;spam
./samples/878.txt;Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.;74;68;ham
./samples/893.txt;Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.;122;116;ham
./samples/139.txt;"NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?";77;71;ham
./samples/887.txt;Happy birthday... May u find ur prince charming soon n dun work too hard...;81;75;ham
./samples/677.txt;Must come later.. I normally bathe him in da afternoon mah..;66;60;ham
./samples/111.txt;NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!;46;40;ham
./samples/105.txt;Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx;97;91;ham
./samples/663.txt;I thk 50 shd be ok he said plus minus 10.. Did � leave a line in between paragraphs?;90;84;ham
./samples/449.txt;� takin linear algebra today?;35;29;ham
./samples/313.txt;We can go 4 e normal pilates after our intro...  ;55;49;ham
./samples/475.txt;Oic... I saw him too but i tot he din c me... I found a group liao...;75;69;ham
./samples/461.txt;Got meh... When?;22;16;ham
./samples/307.txt;Yup... I havent been there before... You want to go for the yoga? I can call up to book ;94;88;ham
./samples/460.txt;Wat � doing now?;22;16;ham
./samples/306.txt;Hey i've booked the pilates and yoga lesson already... Haha;65;59;ham
./samples/312.txt;Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748;127;121;ham
./samples/474.txt;Yup... How � noe leh...;29;23;ham
./samples/448.txt;Eatin my lunch...;23;17;ham
./samples/104.txt;U 2.;10;4;ham
./samples/662.txt;Can � send me a copy of da report?;40;34;ham
./samples/676.txt;Huh so early.. Then � having dinner outside izzit?;56;50;ham
./samples/110.txt;I luv u soo much u don�t understand how special u r 2 me ring u 2morrow luv u xxx;87;81;ham
./samples/138.txt;"Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx";109;103;ham
./samples/886.txt;Ok.;9;3;ham
./samples/892.txt;Hi this is yijue, can i meet u at 11 tmr?;47;41;ham
./samples/879.txt;Yup, no need. I'll jus wait 4 e rain 2 stop.;50;44;ham
./samples/39.txt;This is the 2nd time we have tried 2 contact u. U have won the �750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.;167;160;spam
./samples/845.txt;Ok... U enjoy ur shows...;31;25;ham
./samples/851.txt;I've reached home n i bathe liao... U can call me now...;62;56;ham
./samples/11.txt;Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs;161;154;spam
./samples/689.txt;U studying in sch or going home? Anyway i'll b going 2 sch later.;71;65;ham
./samples/716.txt;Here got lots of hair dresser fr china.;45;39;ham
./samples/702.txt;Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.;87;81;ham
./samples/919.txt;Nite...;13;7;ham
./samples/931.txt;Long beach lor. Expected... U having dinner now?;54;48;ham
./samples/925.txt;Aiyah ok wat as long as got improve can already wat...;60;54;ham
./samples/514.txt;Got c... I lazy to type... I forgot � in lect... I saw a pouch but like not v nice...;91;85;ham
./samples/1080.txt;Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?;90;84;ham
./samples/272.txt;Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night;152;146;ham
./samples/266.txt;Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!;130;124;ham
./samples/500.txt;Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...;98;92;ham
./samples/528.txt;Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...;85;79;ham
./samples/1043.txt;Call me when u're done...;31;25;ham
./samples/1057.txt;Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...;103;97;ham
./samples/299.txt;I need... Coz i never go before ;38;32;ham
./samples/1030.txt;Ok...;11;5;ham
./samples/1024.txt;How come guoyang go n tell her? Then u told her?;54;48;ham
./samples/598.txt;� predict wat time �'ll finish buying?;44;38;ham
./samples/1018.txt;Ok no prob...;19;13;ham
./samples/201.txt;HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x;158;152;ham
./samples/567.txt;Dunno lei shd b driving lor cos i go sch 1 hr oni.;56;50;ham
./samples/573.txt;Me n him so funny...;26;20;ham
./samples/215.txt;PICK UR FONE UP NOW U DUMB?;33;27;ham
./samples/229.txt;Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur �rents mayb interested in it, I hav 12,000pes, so around �48, tb, James.;163;157;ham
./samples/942.txt;Nvm it's ok...;20;14;ham
./samples/956.txt;Then u go back urself lor...;34;28;ham
./samples/765.txt;U repeat e instructions again. Wat's e road name of ur house?;67;61;ham
./samples/771.txt;I'm coming home 4 dinner.;31;25;ham
./samples/759.txt;Sian... Aft meeting supervisor got work 2 do liao... U working now?;73;67;ham
./samples/981.txt;I anything lor.;21;15;ham
./samples/995.txt;U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...;156;150;ham
./samples/76.txt;You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P;147;140;spam
./samples/836.txt;I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.;116;110;ham
./samples/188.txt;"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...";124;118;ham
./samples/62.txt;8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+;172;165;spam
./samples/822.txt;Ok...;11;5;ham
./samples/89.txt;"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A�50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV";157;151;ham
./samples/611.txt;Okie � wan meet at bishan? Cos me at bishan now. I'm not driving today.;77;71;ham
./samples/177.txt;MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*;57;51;ham
./samples/163.txt;PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS);96;90;ham
./samples/605.txt;That day � say � cut ur hair at paragon, is it called hair sense? Do � noe how much is a hair cut? ;105;99;ham
./samples/639.txt;That's y we haf to combine n c how lor...;47;41;ham
./samples/375.txt;Until 545 lor... Ya, can go 4 dinner together...;54;48;ham
./samples/413.txt;Nope i waiting in sch 4 daddy... ;39;33;ham
./samples/407.txt;Huh? 6 also cannot? Then only how many mistakes?;54;48;ham
./samples/361.txt;Ay wana meet on sat?� wkg on sat?;39;33;ham
./samples/349.txt;Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...;108;102;ham
./samples/348.txt;I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ;116;110;ham
./samples/406.txt;Haha... Hope � can hear the receipt sound... Gd luck!;59;53;ham
./samples/360.txt;U attend ur driving lesson how many times a wk n which day?;65;59;ham
./samples/374.txt;I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?;96;90;ham
./samples/412.txt;Ok no prob;16;10;ham
./samples/638.txt;Yup i shd haf ard 10 pages if i add figures... � all got how many pages?;78;72;ham
./samples/162.txt;ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*;74;68;ham
./samples/604.txt;I havent lei.. Next mon can?;34;28;ham
./samples/610.txt;I not busy juz dun wan 2 go so early.. Hee.. ;51;45;ham
./samples/88.txt;"EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.";150;144;ham
./samples/176.txt;Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!;125;119;ham
./samples/823.txt;I'm home...;17;11;ham
./samples/63.txt;Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16;157;150;spam
./samples/837.txt;U in town alone?;22;16;ham
./samples/77.txt;83039 62735=�450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ;138;131;spam
./samples/189.txt;"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.";158;152;ham
./samples/994.txt;U call me alter at 11 ok.;31;25;ham
./samples/980.txt;Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?;88;82;ham
./samples/758.txt;Ok i also wan 2 watch e 9 pm show...;42;36;ham
./samples/770.txt;Ok lor...;15;9;ham
./samples/764.txt;Ard 515 like dat. Y?;26;20;ham
./samples/957.txt;Thanx but my birthday is over already.;44;38;ham
./samples/943.txt;If u sending her home first it's ok lor. I'm not ready yet.;65;59;ham
./samples/228.txt;YO YO YO BYATCH WHASSUP?;30;24;ham
./samples/572.txt;� mean it's confirmed... I tot they juz say oni... Ok then... ;68;62;ham
./samples/214.txt;THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C;113;107;ham
